-1.34912,-0.400603,0.894803,-1.1713,0.399382,-1.17424,-0.541498,-1.41551,0.0103364,1.63309,1.97244,0.47868,0.209058,-2.06028,-1.07704,-0.56896,0.950364,-0.0319046,1.96449,0.215033,-1.74011,-0.527029,-0.266322,-0.416242,-1.0095,2.05203,-2.10383,-0.951672,-0.0725037,-0.47227,2.29373,-0.2452,-0.080533,1.85775,1.65088,0.172654,0.54213,-0.728221,-0.79127,-1.53993,1.60885,-0.809293,0.750334,-0.744673,1.70812,1.00204,0.155506,0.836802,2.05111,0.778864,-1.68204,1.27969,2.13469,0.0112002,0.945558,-0.930859,1.93805,0.455279,-1.1453,-0.596887,-1.35337,1.12558,0.0237036,-1.61785,-1.70918,0.561511,1.52096,-0.132314,-0.33985,1.5009,-0.611619,-1.75732,-1.51674,-0.000436773,-0.947542,1.15326,1.47119,0.0314427,1.36977,-0.538954,-1.33699,-0.129837,1.33185,-1.22826,-1.87035,-0.255736,2.25379,0.360093,-0.714512,-1.02224,0.953566,-0.971562,-1.04218,-0.724729,-0.89558,-0.916575,1.21123,-0.172623,-1.64426,0.399729,0.660152,-1.01676,-1.86401,0.1296,1.93411,1.15048,-1.34161,1.43804,1.60523,0.824063,1.45658,-0.126581,-0.396584,1.85479,0.842961,1.36899,-1.06033,0.256294,0.659332,0.607637,0.0878258,1.22821,-1.01501,-0.566603,2.09685,-0.509068,-1.51697,-0.637673,1.23996,-0.979788,-1.88613,-0.15919,0.965317,0.554233,-0.0456731,-1.21318,1.44523,1.03182,1.64523,1.31228,1.8767,0.776402,-0.823858,-0.592623,0.768775,1.13548,-0.216796,1.64156,0.922354,-0.518787,0.415288,-1.08244,-0.364222,1.19678,-0.798517,1.50873,-0.545731,0.905672,0.0815051,2.02918,-1.54695,-0.340044,0.824607,-0.853505,0.858983,-1.49687,-1.6128,-0.975456,-1.18922,0.25278,1.50365,1.96054,-1.55543,1.02882,1.45701,-0.776304,1.86303,1.15899,0.639174,1.87385,-0.69333,1.51064,-0.611094,-0.976201,-1.6541,0.406482,-0.897082,-1.67178,0.889107,0.552884,-1.25032,-1.56038,1.11832,0.190952,-0.269012,-0.751921,1.31793,-0.23313,-0.817279,0.728339,
-2.18023,-0.663678,1.36926,-1.83114,0.757092,-2.33699,-0.727243,-2.24037,-0.15173,2.99114,3.47365,0.724038,0.242287,-3.48017,-1.61341,-1.04703,1.78798,0.215204,3.37805,0.356578,-2.87744,-1.07923,-1.31825,-1.07104,-1.91447,3.30716,-3.66217,-1.35123,-0.0504662,-1.29204,3.75927,-0.53338,-0.507779,3.01571,3.22898,0.425769,0.585778,-1.31916,-1.38388,-2.82599,2.60254,-1.4988,1.1071,-1.37951,3.23136,1.67494,0.123636,1.32656,3.28441,1.59371,-2.77808,2.11601,3.53131,-0.114944,1.60661,-1.92434,3.46009,0.950769,-2.14451,-0.731302,-2.64318,2.08237,-0.258473,-2.86262,-2.75268,0.866635,3.09847,-0.302762,-0.764673,2.3204,-1.2135,-2.72547,-2.41266,-0.172812,-1.72723,2.24584,2.54331,-0.158867,2.65363,-1.00694,-2.94671,-0.32075,2.18118,-2.06124,-2.96463,-0.387729,3.91093,0.534846,-1.32245,-1.93354,1.93844,-1.59661,-1.96125,-1.59149,-1.61085,-1.81482,1.91579,-0.393657,-2.58774,0.563805,0.935452,-1.60084,-3.05884,0.404154,3.13137,2.11781,-2.59291,2.07321,2.4678,1.84873,2.29916,-0.00433664,-0.595458,2.96468,1.52954,2.25885,-1.59222,0.497644,1.51238,1.43914,-0.0735586,2.14477,-1.39871,-1.36452,3.45166,-1.0323,-3.22809,-1.38057,2.18542,-1.88584,-3.17334,-0.14873,1.36117,1.10835,-0.18225,-2.36283,2.49529,1.48315,2.70394,2.21543,3.13736,1.10712,-1.87687,-1.46094,1.61139,2.39604,-0.623511,2.60535,1.54737,-0.779476,0.415826,-1.92771,-0.615952,1.86988,-1.2598,2.64984,-1.09759,1.97344,0.00969037,3.67724,-2.64466,-0.589589,1.80447,-1.90989,1.55439,-3.00691,-2.8841,-1.4952,-2.14116,-0.18624,2.58418,3.28208,-2.49329,1.65454,2.43512,-1.5278,3.25073,2.12638,0.717272,3.25532,-1.43095,2.43368,-1.15701,-1.3774,-2.92102,0.537148,-1.40579,-3.21491,1.39358,1.1234,-2.39203,-2.82115,1.72347,0.675254,-0.315966,-1.44736,2.3657,-0.354636,-1.84253,1.56488,
-3.15971,-0.973715,1.9357,-2.61889,1.15546,-3.63191,-0.959172,-3.20451,-0.319924,4.45034,5.04757,0.983932,0.280024,-4.97379,-2.31972,-1.63718,2.86392,0.486695,4.87154,0.505791,-4.10132,-1.66463,-2.55975,-1.88167,-2.85209,4.61729,-5.27656,-1.77185,-0.0493669,-2.46894,5.28899,-0.831336,-0.952225,4.26948,4.89326,0.689399,0.749396,-2.20103,-2.01567,-4.19149,3.68142,-2.23905,1.60801,-2.2032,4.81776,2.38017,0.119261,2.18508,4.58132,2.43901,-3.93435,2.99701,5.0023,-0.244272,2.35238,-3.02292,5.05235,1.46499,-3.2918,-0.917972,-3.99674,3.08803,-0.550901,-4.21134,-3.89686,1.20188,4.7693,-0.483475,-1.23682,3.27647,-1.85533,-3.78248,-3.44956,-0.3572,-2.57556,3.4249,3.74941,-0.359505,4.03992,-1.51557,-4.65501,-0.523458,3.10121,-2.96303,-4.15567,-0.533397,5.62819,0.717335,-2.01398,-2.96677,3.02624,-2.30954,-2.98114,-2.54072,-2.41849,-2.81736,2.8236,-0.660835,-3.65075,0.752048,1.3175,-2.37723,-4.34587,0.689736,4.38354,3.12198,-3.90922,2.75895,3.40792,2.93103,3.30235,0.11512,-0.814979,4.1717,2.28369,3.24873,-2.3722,0.809852,2.50439,2.40203,-0.243604,3.2424,-1.92393,-2.30133,4.87463,-1.57677,-5.00597,-2.15249,3.20999,-2.86232,-4.54819,-0.143303,1.95324,1.82034,-0.331514,-3.65764,3.63828,1.98901,3.82207,3.16698,4.47719,1.46513,-3.0433,-2.41836,2.51474,3.7471,-1.06049,3.68865,2.39197,-1.15783,0.454781,-2.96708,-0.936203,2.73843,-1.76715,3.8845,-1.73196,3.18338,-0.0624607,5.3947,-3.85539,-0.865555,2.86842,-3.05831,2.28508,-4.58726,-4.22955,-2.05393,-3.26435,-0.642738,3.69859,4.64664,-3.51464,2.33389,3.50311,-2.33763,4.69111,3.12796,0.812879,4.71851,-2.22649,3.45198,-1.84755,-1.95109,-4.28607,0.684525,-1.94382,-4.82457,2.08921,1.84618,-3.57638,-4.13225,2.54469,1.24111,-0.430287,-2.43369,3.56098,-0.500728,-2.97986,2.49311,
-4.21671,-1.30829,2.5516,-3.47543,1.57235,-4.98703,-1.21423,-4.24459,-0.491884,5.95741,6.65738,1.25061,0.319668,-6.50521,-3.11269,-2.28906,4.04556,0.775012,6.40493,0.658882,-5.36893,-2.26803,-3.87123,-2.74415,-3.8071,5.95511,-6.91987,-2.20232,-0.0524338,-3.78185,6.85189,-1.13476,-1.40789,5.57175,6.59661,0.958284,0.959661,-3.22736,-2.66616,-5.59567,4.80334,-3.00609,2.17605,-3.12194,6.43435,3.10017,0.122397,3.21926,5.91005,3.30109,-5.12176,3.90128,6.51156,-0.375749,3.13618,-4.17152,6.67826,1.98879,-4.51272,-1.12578,-5.38005,4.11626,-0.850227,-5.61071,-5.09447,1.553,6.48156,-0.668719,-1.73642,4.30291,-2.52006,-4.88594,-4.56076,-0.54997,-3.45519,4.64472,5.02109,-0.567096,5.47355,-2.0425,-6.40561,-0.731213,4.0577,-3.90039,-5.39883,-0.686148,7.37538,0.90347,-2.74477,-4.05773,4.16439,-3.06183,-4.04611,-3.52854,-3.26875,-3.86961,3.83466,-0.953714,-4.77836,0.952882,1.75459,-3.25653,-5.68053,0.982447,5.66309,4.14555,-5.25957,3.46825,4.38417,4.04428,4.3899,0.236639,-1.045,5.43026,3.07249,4.28796,-3.28022,1.1634,3.5526,3.41861,-0.420985,4.42687,-2.51097,-3.31216,6.33227,-2.13278,-6.81301,-2.93709,4.27206,-3.87293,-5.96807,-0.139632,2.63726,2.61757,-0.487264,-5.01919,4.83004,2.52126,4.97049,4.14352,5.85828,1.8364,-4.25675,-3.41335,3.44437,5.13739,-1.51566,4.83304,3.34685,-1.59183,0.507422,-4.10259,-1.29244,3.70793,-2.29646,5.1663,-2.4008,4.45501,-0.13517,7.14545,-5.12323,-1.15477,3.9683,-4.24585,3.0316,-6.19999,-5.61285,-2.63122,-4.46641,-1.11548,4.83025,6.03287,-4.5801,3.04186,4.6148,-3.17729,6.15703,4.14647,0.915439,6.22315,-3.05273,4.51683,-2.61843,-2.60989,-5.7,0.839261,-2.49492,-6.46641,2.87202,2.64554,-4.78138,-5.46723,3.46747,1.85562,-0.56931,-3.55329,4.82733,-0.657595,-4.16485,3.46029,
-5.31905,-1.65722,3.19684,-4.37278,1.99941,-6.37522,-1.48252,-5.33027,-0.666222,7.49161,8.28816,1.52113,0.36032,-8.05918,-3.95459,-2.97717,5.28223,1.07346,7.96176,0.814265,-6.66225,-2.8824,-5.21641,-3.63065,-4.77272,7.30929,-8.58055,-2.63839,-0.056829,-5.1583,8.43473,-1.44159,-1.87092,6.90244,8.32175,1.23023,1.19167,-4.32976,-3.32735,-7.02221,5.95053,-3.78922,2.77983,-4.09319,8.06831,3.82848,0.128182,4.34221,7.25748,4.17357,-6.32782,4.81955,8.04368,-0.508675,3.94072,-5.34819,8.32353,2.51827,-5.77541,-1.34427,-6.7802,5.15721,-1.15407,-7.03915,-6.32422,1.91365,8.21662,-0.856449,-2.25296,5.37034,-3.19914,-6.01713,-5.7158,-0.748332,-4.35217,5.88752,6.33015,-0.779194,6.93363,-2.57951,-8.1791,-0.941693,5.03583,-4.85889,-6.67368,-0.843112,9.14021,1.09169,-3.49739,-5.18092,5.33115,-3.83554,-5.13567,-4.53787,-4.14257,-4.94977,4.9039,-1.2617,-5.94496,1.16116,2.22272,-4.19498,-7.04353,1.27986,6.95874,5.18087,-6.6303,4.19078,5.38062,5.17612,5.52673,0.360433,-1.28119,6.71988,3.88161,5.35557,-4.25915,1.54114,4.62951,4.46274,-0.603273,5.65941,-3.13009,-4.36529,7.81052,-2.69586,-8.6361,-3.72866,5.35537,-4.9031,-7.41472,-0.136741,3.36988,3.46288,-0.646755,-6.41748,6.05086,3.06855,6.1369,5.13502,7.2641,2.21532,-5.49488,-4.42821,4.38823,6.54893,-1.98231,6.01313,4.36235,-2.05553,0.56628,-5.29168,-1.6693,4.73484,-2.83826,6.47565,-3.08768,5.75948,-0.208317,8.91538,-6.42439,-1.45168,5.08741,-5.45428,3.7869,-7.83096,-7.01857,-3.21911,-5.71106,-1.59912,5.97222,7.43197,-5.67207,3.76714,5.75154,-4.03449,7.63777,5.17492,1.02151,7.75225,-3.89732,5.60836,-3.43599,-3.31535,-7.14239,0.997993,-3.05323,-8.12685,3.70068,3.48698,-5.99835,-6.81591,4.44443,2.4988,-0.719743,-4.7415,6.13364,-0.82023,-5.37513,4.44814,
-6.45048,-2.01535,3.86105,-5.29651,2.43281,-7.78399,-1.75916,-6.44566,-0.842167,9.04309,9.93257,1.79411,0.401582,-9.628,-4.82693,-3.68831,6.55161,1.37838,9.53384,0.971146,-7.97228,-3.50407,-6.58094,-4.53068,-5.74542,8.67421,-10.2527,-3.07802,-0.0617975,-6.57013,10.0308,-1.75075,-2.33905,8.25156,10.0607,1.50416,1.43559,-5.47685,-3.99538,-8.46315,7.11412,-4.58294,3.40504,-5.0966,9.71345,4.56207,0.135152,5.51575,8.61712,5.05302,-7.54617,5.74709,9.59087,-0.642623,4.75812,-6.54254,9.98128,3.05149,-7.06443,-1.56902,-8.19111,6.20625,-1.46103,-8.48621,-7.57512,2.28056,9.96598,-1.04574,-2.78072,6.46403,-3.88792,-7.1665,-6.8992,-0.950561,-5.26006,7.14488,7.66292,-0.994357,8.41038,-3.12284,-9.96676,-1.15386,6.02812,-5.8312,-7.96957,-1.00283,10.9166,1.28125,-4.26365,-6.32429,6.51603,-4.62247,-6.24048,-5.56073,-5.03108,-6.04749,6.00929,-1.5793,-7.13721,1.37428,2.71008,-5.17049,-8.42508,1.58054,8.26492,6.224,-8.01445,4.92169,6.38981,6.32019,6.69507,0.486093,-1.52139,8.03,4.70388,6.44134,-5.28124,1.93404,5.72351,5.52331,-0.7889,6.92174,-3.76823,-5.44494,9.30229,-3.2637,-10.4692,-4.5246,6.45218,-5.94578,-8.87891,-0.134254,4.13138,4.33782,-0.808632,-7.83861,7.29071,3.62542,7.31512,6.13638,8.68623,2.59914,-6.74798,-5.45517,5.34091,7.97364,-2.45669,7.21623,5.41475,-2.53703,0.628498,-6.51397,-2.05911,5.7976,-3.38799,7.80284,-3.78545,7.08395,-0.281793,10.6977,-7.74707,-1.75355,6.21836,-6.67554,4.54775,-9.47353,-8.43896,-3.81379,-6.98172,-2.09017,7.12099,8.83955,-6.78151,4.50386,6.90431,-4.9031,9.12812,6.20987,1.12963,9.2973,-4.75391,6.71695,-4.28294,-4.04924,-8.60318,1.1592,-3.61607,-9.7993,4.55667,4.3541,-7.22309,-8.17341,5.45392,3.16012,-0.876452,-5.96985,7.46508,-0.986384,-6.60085,5.4486,
-7.60192,-2.37982,4.53836,-6.23845,2.87049,-9.20669,-2.04151,-7.58172,-1.01926,10.6065,11.5865,2.06878,0.44325,-11.2073,-5.71972,-4.41513,7.84236,1.68769,11.1166,1.12908,-9.294,-4.1309,-7.9579,-5.4393,-6.72317,10.0467,-11.933,-3.52012,-0.0670653,-8.00413,11.6362,-2.06158,-2.81088,9.61352,11.809,1.77947,1.68686,-6.65268,-4.66815,-9.91411,8.28914,-5.3841,4.04431,-6.12135,11.3664,5.29929,0.142749,6.72118,9.98531,5.93748,-8.77322,6.68118,11.1487,-0.777324,5.58419,-7.74895,11.6477,3.58734,-8.37138,-1.79783,-9.60945,7.26086,-1.77023,-9.94614,-8.8409,2.65186,11.7251,-1.23608,-3.31637,7.57579,-4.58363,-8.32863,-8.10222,-1.15558,-6.17537,8.41224,9.01195,-1.21171,9.89853,-3.67046,-11.764,-1.36717,7.03031,-6.81321,-9.28033,-1.16448,12.7011,1.47174,-5.03916,-7.48138,7.71333,-5.41832,-7.35562,-6.59279,-5.92954,-7.15719,7.13894,-1.90345,-8.34744,1.59076,3.21029,-6.17093,-9.81964,1.8836,9.57849,7.27268,-9.40805,5.65834,7.40769,7.47285,7.88505,0.613215,-1.76439,9.35455,5.53528,7.53962,-6.33176,2.33711,6.82871,6.59468,-0.976901,8.20409,-4.41878,-6.5425,10.8036,-3.83492,-12.3093,-5.32353,7.55828,-6.9971,-10.3554,-0.132002,4.91169,5.23247,-0.972151,-9.27521,8.54387,4.18888,8.50166,7.1447,10.1199,2.98637,-8.01107,-6.49022,6.29956,9.40727,-2.93659,8.43527,6.49154,-3.03017,0.692761,-7.75854,-2.45766,6.88451,-3.94318,9.14245,-4.49044,8.42177,-0.355519,12.4886,-9.08468,-2.05886,7.35725,-7.90542,5.3124,-11.1241,-9.86966,-4.41314,-8.26972,-2.58648,8.27459,10.2531,-7.90324,5.24865,8.06815,-5.77965,10.6252,7.24937,1.23909,10.8535,-5.61891,7.83729,-5.1497,-4.8019,-10.0768,1.32206,-4.18201,-11.4801,5.43049,5.23822,-8.45324,-9.53705,6.48474,3.83373,-1.03705,-7.22404,8.81361,-1.15489,-7.8369,6.4575,
-8.76788,-2.74888,5.22518,-7.19363,3.31125,-10.6394,-2.32795,-8.73287,-1.19721,12.1785,13.2475,2.34468,0.485205,-12.7943,-6.62705,-5.15321,9.14805,2.00017,12.7072,1.28779,-10.6243,-4.76158,-9.34348,-6.35383,-7.70468,11.4248,-13.6194,-3.96402,-0.0725103,-9.45322,13.2485,-2.37366,-3.28549,10.9849,13.5642,2.0558,1.94305,-7.84834,-5.34438,-11.3724,9.47255,-6.19077,4.6934,-7.16117,13.025,6.03917,0.15072,7.94825,11.3598,6.82567,-10.0067,7.62013,12.7144,-0.9126,6.41648,-8.96407,13.3205,4.12514,-9.69124,-2.02945,-11.0332,8.31954,-2.08112,-11.4154,-10.1177,3.0264,13.4912,-1.4272,-3.85783,8.70065,-5.28453,-9.50016,-9.31954,-1.3627,-7.09606,9.68684,10.3728,-1.4307,11.3949,-4.22119,-13.5682,-1.58131,8.03981,-7.80236,-10.6021,-1.32755,14.4916,1.6629,-5.82132,-8.64834,8.91962,-6.22054,-8.47816,-7.6315,-6.83517,-8.27552,8.28586,-2.2323,-9.5709,1.80969,3.7196,-7.18911,-11.2238,2.18846,10.8975,8.3255,-10.8086,6.39915,8.43186,8.63185,9.09068,0.741489,-2.00944,10.6898,6.37337,8.647,-7.4022,2.7474,7.94181,7.67366,-1.16666,9.50074,-5.07799,-7.65287,12.3119,-4.40868,-14.1543,-6.12463,8.67112,-8.05473,-11.841,-0.129897,5.70506,6.14102,-1.13686,-10.7229,9.80683,4.75711,9.69434,8.15818,11.562,3.37609,-9.28126,-7.53104,7.2625,10.8473,-3.42058,9.66592,7.58547,-3.53144,0.758378,-9.01898,-2.86245,7.98862,-4.50234,10.4912,-5.20054,9.76908,-0.42944,14.2859,-10.4332,-2.36667,8.50185,-9.14149,6.07981,-12.7805,-11.308,-5.01591,-9.57003,-3.08668,9.43177,11.6711,-9.03406,5.9994,9.24006,-6.66203,12.1272,8.29224,1.34946,12.418,-6.4901,8.96619,-6.03059,-5.56777,-11.5597,1.48613,-4.7502,-13.1671,6.31676,6.13433,-9.68738,-10.9052,7.53051,4.51613,-1.20027,-8.4961,10.1745,-1.32506,-9.08032,7.47241,
-9.94479,-3.12141,5.91921,-8.15882,3.75433,-12.0796,-2.61747,-9.89548,-1.37582,13.7571,14.9139,2.62153,0.527373,-14.3873,-7.5452,-5.89972,10.4647,2.31501,14.3039,1.44709,-11.9612,-5.3952,-10.7354,-7.27266,-8.68912,12.8071,-15.3105,-4.40929,-0.0780697,-10.9132,14.8662,-2.68671,-3.76228,12.3635,15.3246,2.3329,2.20273,-9.05839,-6.02325,-12.8363,10.6624,-7.00167,5.34972,-8.21212,14.688,6.78105,0.158933,9.19088,12.7391,7.71676,-11.2452,8.56283,14.2861,-1.04833,7.25344,-10.1858,14.9982,4.66444,-11.0208,-2.26314,-12.4611,9.38132,-2.39332,-12.8919,-11.4028,3.40343,15.2627,-1.61889,-4.40374,9.83542,-5.98943,-10.6789,-10.5477,-1.57144,-8.0208,10.967,11.7425,-1.65095,12.8976,-4.77425,-15.3777,-1.79606,9.0549,-8.79698,-11.9324,-1.49171,16.2867,1.85459,-6.60849,-9.82272,10.1327,-7.02754,-9.60627,-8.67523,-7.74617,-9.40037,9.44562,-2.56468,-10.8045,2.0305,4.23566,-8.22049,-12.6353,2.49473,12.2207,9.38151,-12.2146,7.14312,9.46079,9.79571,10.3081,0.870683,-2.25606,12.0332,7.21654,9.76129,-8.48727,3.16302,9.06075,8.75828,-1.35776,10.8081,-5.74356,-8.77281,13.8257,-4.9844,-16.0031,-6.92737,9.78909,-9.11715,-13.3336,-0.127888,6.50799,7.05986,-1.30247,-12.1789,11.0773,5.32897,10.8917,9.17562,13.0107,3.7677,-10.5568,-8.57617,8.22868,12.2922,-3.90774,10.9054,8.69203,-4.03868,0.82495,-10.2912,-3.2719,9.10555,-5.0645,11.8468,-5.91445,11.1235,-0.503516,16.088,-11.79,-2.67639,9.65073,-10.3822,6.84931,-14.4413,-12.7521,-5.62128,-10.8795,-3.58986,10.5917,13.0925,-10.1718,6.75475,10.4181,-7.54886,13.633,9.3377,1.46051,13.9887,-7.36603,10.1016,-6.92199,-6.34336,-13.0498,1.65109,-5.32009,-14.8587,7.21218,7.03931,-10.9246,-12.2768,8.58725,5.20509,-1.36536,-9.78117,11.5446,-1.49647,-10.3292,8.49182,
-11.1303,-3.49665,6.61886,-9.13183,4.1992,-13.5257,-2.90938,-11.0671,-1.55496,15.3408,16.5845,2.89911,0.569705,-15.9851,-8.47167,-6.65275,11.7898,2.63169,15.9053,1.60687,-13.3032,-6.03118,-12.1321,-8.19475,-9.67588,14.1929,-17.0052,-4.85564,-0.0837079,-12.3813,16.4882,-3.00055,-4.24081,13.7477,17.089,2.61061,2.46502,-10.2793,-6.70419,-14.3046,11.8572,-7.81591,6.01155,-9.27163,16.3544,7.52452,0.167314,10.4452,14.1223,8.61016,-12.4875,9.50851,15.8627,-1.18442,8.09402,-11.4126,16.6797,5.20492,-12.3579,-2.4984,-13.8922,10.4455,-2.70658,-14.3739,-12.6946,3.7824,17.0384,-1.81104,-4.95314,10.9779,-6.69753,-11.8633,-11.7843,-1.78146,-8.94871,12.2514,13.1191,-1.8722,14.4052,-5.32914,-17.1911,-2.0113,10.0744,-9.79591,-13.2693,-1.65673,18.0855,2.04669,-7.39954,-11.0029,11.3511,-7.83825,-10.7387,-9.72287,-8.66136,-10.5303,10.6153,-2.89979,-12.046,2.25277,4.75689,-9.26202,-14.0526,2.80213,13.5472,10.4401,-13.6248,7.88956,10.4934,10.9634,11.5347,1.00062,-2.50391,13.3831,8.06372,10.881,-9.5835,3.58274,10.1842,9.84723,-1.54993,12.1236,-6.41397,-9.90015,15.3438,-5.56168,-17.8549,-7.7314,10.9111,-10.1833,-14.8317,-0.125947,7.31819,7.98657,-1.46879,-13.6414,12.3537,5.90365,12.0929,10.1962,14.4646,4.16081,-11.8364,-9.62463,9.19738,13.7408,-4.39739,12.1518,9.80826,-4.55046,0.892225,-11.5726,-3.68494,10.2324,-5.62902,13.2079,-6.6313,12.4834,-0.577718,17.894,-13.1534,-2.98761,10.8029,-11.6265,7.62045,-16.1056,-14.2008,-6.2287,-12.196,-4.09538,11.7539,14.5167,-11.3151,7.51372,11.6009,-8.4392,15.1418,10.3852,1.57207,15.5645,-8.24569,11.242,-7.82151,-7.1264,-14.5456,1.81674,-5.89131,-16.5541,8.11456,7.95108,-12.1642,-13.6511,9.65239,5.89912,-1.53186,-11.0761,12.9219,-1.66885,-11.5824,9.51471,
